Officer Disciplined?,Years of SPD Service,Subject Race,Subject Gender,Subject Age,Fatal,Disposition
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
Missing,4,Black or African American,Male,32,Yes,Missing
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,16,Black or African American,Male,23,No,Justified
No,14,Black or African American,Male,23,No,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,19,Black or African American,Male,78,Yes,Justified
No,7,Black or African American,Male,78,Yes,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,22,Black or African American,Male,36,No,Justified
No,11,Black or African American,Male,36,No,Justified
No,7,White,Male,23,Yes,Justified
No,10,White,Male,23,Yes,Justified
No,7,White,Male,23,Yes,Justified
No,10,White,Male,23,Yes,Justified
No,7,White,Male,23,Yes,Justified
No,10,White,Male,23,Yes,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,1,Black or African American,Male,23,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,7,Black or African American,Male,27,No,Justified
No,7,Black or African American,Male,Unknown,No,Justified
No,19,White,Male,51,No,Justified
No,14,White,Male,51,No,Justified
No,8,White,Male,51,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,10,White,Male,37,No,Justified
No,7,White,Male,23,Yes,Justified
No,10,White,Male,23,Yes,Justified
No,1,White,Male,59,No,Justified
No,16,White,Male,59,No,Justified
No,19,White,Male,59,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,7,White,Male,23,Yes,Justified
No,10,White,Male,23,Yes,Justified
No,7,White,Male,23,Yes,Justified
No,10,White,Male,23,Yes,Justified
No,11,White,Male,44,Yes,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,21,Hispanic,Male,38,No,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
No,10,Asian,Male,31,Yes,Justified
No,17,Asian,Male,31,Yes,Justified
No,9,Asian,Male,31,Yes,Justified
